HIP,RAICRS,DEICRS,Vmag
57581,177.06037263,-66.81487085,4.75
57606,177.16154436,14.28419729,5.90
57613,177.18793920,-26.74975369,5.10
57632,177.26615977,14.57233687,2.14
57669,177.42120019,-63.78848906,4.30
57670,177.42416287,34.93173940,5.73
57696,177.48594609,-70.22578580,4.98
57741,177.61368682,-62.64938330,5.68
57757,177.67202553,1.76537705,3.59
57791,177.75929508,-5.33333400,5.62
57803,177.78646511,-45.17344950,4.47
57841,177.92340338,-30.83409571,5.85
57851,177.96363695,-65.20589445,4.89
57870,178.04330796,-56.98782681,5.56
57936,178.22733867,-33.90813014,4.29
58001,178.45725536,53.69473296,2.41
58082,178.67711574,-25.71406632,5.26
58103,178.75009496,-63.27917897,5.89
58110,178.76313138,8.44390534,5.58
58158,178.91720463,-28.47703681,5.93
58159,178.91886481,15.64680922,5.53
58181,178.99336544,56.59856271,5.83
58188,179.00409802,-17.15080863,5.17
58326,179.41682551,-62.44873578,5.59
58379,179.56352995,-56.31731449,5.44
58427,179.69861981,-64.33955671,5.59
58460,179.82307392,33.16702114,5.95
58484,179.90704708,-78.22181833,4.88
58510,179.98718202,3.65521716,5.36
58576,180.18486353,-10.44483921,5.54
58587,180.21320843,-19.65899848,5.28
58590,180.21829289,6.61439464,4.65
58654,180.41471830,36.04227697,5.59
58684,180.52942963,43.04546506,5.22
58720,180.65731961,-69.19227106,5.89
58758,180.75707974,-63.31294495,4.32
58803,180.91381150,-42.43378714,5.15
58858,181.06906686,21.45916332,5.89
58867,181.08015725,-63.16571094,4.72
58884,181.16227840,-68.32889673,5.34
58905,181.19443206,-76.51917475,5.04
58921,181.23852543,-60.96823848,5.95
58948,181.30279000,8.73284563,4.12
58952,181.31141141,76.90595813,5.78
59050,181.59618267,-65.70942594,5.95
59072,181.72022021,-64.61363898,4.14
59151,181.95870080,-75.36706513,5.17
59173,182.02190127,-50.66125439,4.46
59184,182.06137370,-48.69247036,5.34
59196,182.08976505,-50.72240999,2.58
59199,182.10313607,-24.72877993,4.02
59229,182.22432744,-44.32588609,5.75
59232,182.22749200,-41.23158452,5.51
59285,182.42202206,1.89832789,5.95
59309,182.51463175,5.80696343,5.72
59316,182.53135773,-22.61979211,3.02
59394,182.76617138,-23.60237239,5.45
59449,182.91313090,-52.36841559,3.97
59468,182.96333771,25.87035539,5.66
59501,183.03874666,20.54210573,5.60
59504,183.04963833,77.61619242,5.14
59517,183.09161030,-62.95077296,5.91
59607,183.35441052,-38.92915939,5.77
59608,183.35831031,10.26236039,5.85
59654,183.51136205,-45.72393011,5.31
59728,183.74825968,-20.84423329,5.82
59746,183.78555700,70.20007671,5.72
59747,183.78648733,-58.74890179,2.79
59774,183.85603795,57.03259792,3.32
59803,183.95194937,-17.54198370,2.58
59819,184.00097886,14.89914477,5.09
59831,184.03140154,40.66025851,5.69
59847,184.08564668,23.94542332,4.93
59856,184.12572840,33.06179861,4.99
59920,184.37317610,53.19144123,5.80
59923,184.37748884,28.93710321,5.71
59929,184.39431802,-67.96067161,4.06
60000,184.58726633,-79.31226899,4.24
60009,184.60955300,-64.00304555,4.06
60030,184.66790853,-0.78714480,5.90
60044,184.70860512,75.16055020,5.47
60059,184.74928553,-55.14297519,5.01
60122,184.95301297,48.98413192,5.28
60129,184.97663096,-0.66674709,3.89
60157,185.04514374,-22.17562676,5.94
60170,185.08216696,26.61975090,5.52
60172,185.08813566,3.31272688,4.97
60189,185.14046113,-22.21583387,5.20
60202,185.17955477,17.79265307,4.72
60212,185.21179250,57.86428953,5.54
60221,185.23214915,-13.56574902,5.14
60260,185.34088036,-60.40136988,3.59
60308,185.48932747,-56.37438360,5.91
60320,185.53077773,-67.52209279,5.15
60329,185.55014315,-68.30719873,5.73
60351,185.62632982,25.84618178,4.78
60379,185.70613474,-57.67610097,5.38
60425,185.83999906,-24.84062116,5.66
60449,185.89770601,-35.41265923,5.32
60463,185.93660912,-38.91135056,5.79
60485,186.00617625,51.56222925,4.76
60514,186.07724865,26.09861325,5.17
60584,186.26343152,56.77785826,5.82
60595,186.29917028,-11.61051268,5.95
60610,186.34068272,-35.18640097,5.71
60646,186.46248809,39.01869867,5.01
60697,186.60030726,27.26826273,4.92
60710,186.63245078,-51.45061150,4.82
60718,186.64975585,-63.09905586,0.77
60735,186.71539248,-32.83004764,5.56
60742,186.73469831,28.26861975,4.35
60746,186.74710034,26.82572160,4.98
60781,186.87031761,-58.99176932,5.38
60795,186.89635756,55.71275225,5.68
60823,187.01004828,-50.23060480,3.91
60855,187.09369113,-39.04113804,5.45
60904,187.22799077,25.91288804,5.29
60941,187.36272398,24.10892077,5.47
60957,187.43009821,20.89618496,5.68
60965,187.46659650,-16.51509397,2.94
60969,187.47580895,-56.52496942,5.78
60978,187.48916244,58.40552660,5.37
60998,187.52817199,69.20126087,5.01
61015,187.57275779,-23.69642033,5.63
61071,187.75236725,24.56718941,5.47
61084,187.79137202,-57.11256922,1.59
61136,187.91810373,-59.42391403,5.49
61158,187.98397037,-63.50589876,5.96
61174,188.01868646,-16.19586556,4.30
61181,188.04122968,-73.00104307,5.88
61199,188.11712896,-72.13297590,3.84
61212,188.15036083,-13.85897407,5.74
61281,188.37101041,69.78820992,3.85
61296,188.39278750,-12.83032829,5.58
61309,188.41210253,33.24766003,5.42
61317,188.43788561,41.35676779,4.24
61318,188.44498858,-9.45207768,5.48
61359,188.59680864,-23.39662306,2.65
61379,188.67690229,-44.67251655,5.76
61384,188.68360523,70.02177318,4.95
61394,188.71299083,22.62918961,4.80
61418,188.78234382,18.37700118,5.03
61420,188.78397424,21.88143144,5.86
61468,188.94006062,-41.02194744,5.12
61498,189.00447532,-39.86944684,5.78
61558,189.19737813,-5.83185110,5.88
61571,189.24314199,17.08957856,5.70
61585,189.29618208,-69.13553358,2.69
61621,189.42594398,-27.13865883,5.41
61622,189.42636588,-48.54128816,3.85
61658,189.59355028,1.85470456,5.68
61720,189.76451917,-30.42234930,5.86
61724,189.78065686,21.06258094,5.49
61740,189.81171855,-7.99550439,4.66
61789,189.96900602,-39.98724188,4.63
61910,190.31676407,-13.01392023,5.17
61916,190.34602074,-46.14572729,5.84
61932,190.38002079,-48.95988553,2.20
61941,190.41667557,-1.44952231,2.74
61960,190.47086482,10.23584294,4.88
61966,190.48582000,-59.68581085,4.91
61968,190.48816539,6.80664416,5.57
62012,190.64817140,-48.81303493,4.66
62027,190.70951152,-63.05861600,5.27
62058,190.78838403,-56.17619646,5.99
62103,190.90842535,-1.57681459,5.91
62131,191.00229297,-28.32386102,5.46
62207,191.24865101,39.27857766,5.95
62223,191.28262003,45.44022447,5.42
62267,191.40467529,7.67331477,5.22
62268,191.40798434,-60.98116057,4.69
62322,191.57029013,-68.10809405,3.04
62325,191.59324849,9.54078962,5.65
62327,191.59478955,-56.48877967,4.62
62356,191.66147205,16.57764912,5.12
62360,191.69258582,-33.31541396,5.87
62402,191.82885595,62.78113875,5.88
62423,191.89308893,66.79031573,5.43
62434,191.93049537,-59.68873246,1.25
62500,192.10982759,-27.59723017,5.65
62512,192.16390269,60.31989667,5.83
62541,192.22581729,14.12263297,5.71
62561,192.27829680,83.41779443,5.92
62572,192.30750199,83.41285818,5.38
62576,192.32296815,27.55232611,5.76
62608,192.43728988,-71.98624542,5.55
62641,192.54502356,37.51688446,5.87
62683,192.67161238,-33.99926779,4.90
62703,192.74126496,-52.78739520,5.70
62732,192.82492384,-60.32978611,5.71
62763,192.92469926,27.54073393,4.93
62786,192.98729210,-39.68038459,5.99
62861,193.26776709,-54.95248410,5.91
62867,193.27906907,-48.94325313,4.33
62886,193.32404513,21.24502058,4.89
62894,193.34124905,-60.32848627,5.75
62896,193.35894159,-40.17881857,4.25
62931,193.45384782,-60.37624027,5.89
62956,193.50680410,55.95984301,1.76
62985,193.58822553,-9.53894647,4.77
63003,193.64857337,-57.17789116,4.03
63005,193.65383866,-57.16864387,5.08
63007,193.66341683,-59.14666538,4.62
63024,193.73556688,47.19673771,5.75
63031,193.74311570,-85.12342237,5.45
63033,193.74460949,-44.15140639,5.89
63066,193.83108971,-42.91570150,5.46
63076,193.86897970,65.43854743,5.23
63090,193.90201366,3.39759862,3.39
63117,193.98808228,-56.83580429,5.34
63121,194.00251587,38.31469771,5.61
63125,194.00767051,38.31824617,2.89
63143,194.07350869,54.09948306,5.84
63165,194.13216726,-72.18518249,5.93
63210,194.26825217,-51.19871605,5.17
63355,194.73110786,17.40936063,4.76
63414,194.91477267,-3.81194179,5.79
63432,194.98031630,66.59730755,5.37
63462,195.06868941,30.78503676,4.88
63494,195.14982714,-3.36860790,5.99
63503,195.18160731,56.36633134,4.93
63533,195.29008399,17.12320260,5.97
63608,195.54483557,10.95910186,2.85
63613,195.56573968,-71.54879865,3.61
63688,195.77233515,-71.47572327,5.93
63724,195.88894965,-49.52723627,4.83
63738,195.94177817,-20.58350964,5.58
63901,196.43526005,35.79885169,5.20
63916,196.46783055,45.26848988,5.64
63945,196.56970994,-48.46325358,4.71
63950,196.59410061,22.61629063,5.53
63972,196.64603079,-41.58840727,5.59
64003,196.72595485,-35.86182329,5.63
64004,196.72776268,-49.90621586,4.27
64022,196.79461606,27.62490672,4.80
64033,196.85129190,-59.86049011,5.98
64053,196.90966874,-53.45971466,5.70
64078,196.97417871,-10.74038528,5.15
64094,197.02982892,-65.30601741,5.44
64122,197.13536674,-8.98422912,5.57
64166,197.26367917,-23.11797275,4.94
64179,197.30175990,10.02246786,5.79
64224,197.43870138,-10.32930884,5.95
64226,197.44953121,16.84864890,5.91
64238,197.48755015,-5.53892987,4.38
64241,197.49812263,17.52911621,4.32
64246,197.51361945,38.49887224,5.91
64332,197.78725433,-42.23282785,5.78
64348,197.84711464,-43.36850529,5.24
64390,197.96408969,-69.94201974,5.92
64394,197.97051117,27.87603769,4.23
64408,198.01444495,-37.80313606,4.85
64407,198.01451923,-16.19790340,5.04
64425,198.07345539,-59.92053651,4.58
64445,198.13729799,11.55617035,5.76
64466,198.20319288,-66.22676607,5.91
64515,198.34742745,-50.69978590,5.90
64540,198.42908954,40.15284766,4.94
64577,198.54570701,-19.93133468,5.31
64580,198.55062387,-58.68390821,5.91
64583,198.56428372,-59.10285946,4.90
64587,198.57231883,-78.44744492,5.84
64607,198.63017874,11.33178469,5.64
64623,198.68067991,-48.95680509,5.84
64661,198.81249082,-67.89456330,4.79
64692,198.88352117,40.85517240,5.77
64725,198.99409266,-19.94282246,5.21
64792,199.19463902,9.42369300,5.19
64803,199.22129667,-31.50607670,5.10
64820,199.30431246,-66.78342263,4.86
64822,199.30801256,-43.97944198,5.82
64823,199.31509739,13.67564684,5.33
64844,199.38598801,40.57256275,4.72
64852,199.40119538,5.46984502,4.78
64906,199.56058516,49.68201519,5.14
64924,199.60405000,-18.30861062,4.74
64927,199.61544766,34.09829261,5.81
64962,199.73022240,-23.17141246,2.99
65072,200.07914877,40.15055594,5.60
65109,200.15027321,-36.71208109,2.75
65112,200.15772684,-52.74778497,5.47
65144,200.24067905,-46.88005836,5.76
65198,200.42366137,2.08737060,5.69
65241,200.54054052,5.15485074,5.89
65247,200.56787422,-52.18295165,5.81
65271,200.65824899,-60.98835608,4.52
65301,200.75477211,-17.73520402,5.36
65323,200.82877172,-4.92438824,5.88
65378,200.98091604,54.92541525,2.23
65387,201.00184737,-64.53561699,4.52
65420,201.13806845,-5.16392212,5.76
65466,201.27785348,23.85443816,5.75
65468,201.28066834,-74.88749735,5.04
65474,201.29835230,-11.16124491,0.98
65477,201.30589832,54.98799884,3.99
65479,201.30889897,-64.48509219,5.32
65522,201.45999506,-70.62725069,5.65
65535,201.53182918,-39.75496493,5.11
65536,201.53343022,72.39149824,5.82
65545,201.54783683,-1.19248368,5.97
65550,201.56907049,46.02810370,5.88
65581,201.68018558,-12.70761258,5.27
65593,201.73384964,-41.49756484,5.69
65595,201.73841524,78.64379561,5.74
65639,201.86349201,-15.97363075,4.76
65721,202.10812668,13.78018777,4.97
65728,202.11324210,59.94570301,5.40
65790,202.30431766,10.81839609,5.65
65810,202.35523124,-51.16511504,5.04
65936,202.76111861,-39.40727983,3.90
66006,202.99144179,-6.25571065,4.68
66065,203.14984195,-28.69271440,5.69
66091,203.21536872,-15.36301232,5.52
66098,203.24204653,-10.16490767,5.21
66198,203.53052101,55.34844976,5.60
66200,203.53293870,3.65902506,4.92
66234,203.61405606,49.01590606,4.68
66247,203.66866043,-13.21430591,5.92
66249,203.67397800,-0.59593821,3.38
66257,203.69894294,37.18243871,4.91
66320,203.88036281,-5.39639184,5.70
66400,204.20212206,-26.49523551,5.73
66417,204.24624858,24.61330297,5.72
66427,204.27521642,-44.14316883,5.96
66435,204.29605970,71.24226650,5.50
66438,204.30083723,-61.69157197,5.63
66454,204.34790583,-46.42784035,5.91
66458,204.36540378,36.29484073,4.82
66563,204.67552479,-29.56067984,5.81
66634,204.87741499,52.92107136,5.46
66640,204.89451792,10.74630126,5.57
66656,204.95244077,-40.05157491,5.61
66657,204.97196962,-53.46636269,2.29
66666,204.99957281,-49.95000116,5.74
66681,205.04500863,-64.57655426,5.79
66727,205.16874236,19.95566300,5.73
66738,205.18455213,54.68166149,4.63
66753,205.23406365,-85.78599228,5.56
66763,205.25982195,22.49583157,5.63
66798,205.37423739,64.82243969,5.85
66803,205.40346122,-8.70308218,5.03
66821,205.43672827,-54.55936543,4.99
66849,205.50467442,-58.78704974,5.38
66878,205.59559926,82.75251097,5.92
66903,205.66409991,78.06432575,5.91
66907,205.68092115,34.98899453,5.98
66924,205.72942795,-41.40095140,5.96
66936,205.76618427,3.53807968,5.35
66984,205.91706644,-42.06751103,5.96
67057,206.12424684,-16.17905873,5.55
67143,206.40390701,-26.11598461,5.81
67153,206.42319432,-33.04336606,4.23
67172,206.48471128,-12.42654721,5.50
67194,206.55680620,41.08884885,5.88
67210,206.57957701,38.50365610,5.92
67231,206.64864720,54.43269033,5.68
67234,206.66403516,-51.43269771,4.64
67239,206.68056228,25.70238073,5.97
67244,206.73483886,-36.25190473,5.15
67250,206.74947851,38.54274988,5.51
67275,206.81681937,17.45677436,4.50
67288,206.85564413,-17.85976354,5.41
67292,206.86493683,-50.24932136,5.92
67301,206.88560880,49.31330288,1.85
67304,206.91112414,-50.32066712,5.46
67384,207.16141241,31.19011458,5.61
67457,207.36146356,-34.45063035,4.19
67459,207.36957439,15.79780583,4.05
67464,207.37623920,-41.68765971,3.41
67472,207.40419934,-42.47368506,3.47
67480,207.42841642,21.26406422,4.92
67485,207.43928514,61.48954562,5.97
67494,207.46810200,-18.13407618,4.96
67605,207.78836921,34.66453000,5.89
67627,207.85807331,64.72328281,4.58
67663,207.94679307,-46.89863029,5.77
67664,207.94759834,-69.40124669,5.73
67665,207.94787312,34.44431774,4.76
67669,207.95677175,-32.99401625,4.32
67703,208.02041654,-52.81146355,5.26
67782,208.29317893,28.64806212,5.91
67786,208.30228458,-31.92758624,4.75
67787,208.30396336,17.93285548,5.71
67819,208.38675080,-35.66419416,5.53
67836,208.42962680,-53.37328052,5.87
67848,208.46267613,53.72869210,5.70
67861,208.48852887,-47.12815361,5.83
67927,208.67131750,18.39858742,2.68
67929,208.67581845,-1.50307142,5.16
67942,208.70473728,-67.65206440,5.74
67973,208.80070669,-52.16076937,5.66
68002,208.88514539,-47.28826634,2.55
68009,208.91245413,-82.66613365,5.95
68079,209.08288902,-46.59272882,5.82
68092,209.11622242,1.05054828,5.90
68103,209.14234407,27.49219844,5.02
68191,209.41223681,-63.68661603,4.71
68245,209.56785278,-42.10070526,3.83
68269,209.62990869,-24.97217754,5.20
68276,209.66220328,21.69632104,5.76
68282,209.66988070,-44.80353140,3.87
68333,209.82273625,-50.36960607,5.92
68390,210.00102545,-25.01017978,5.77
68455,210.21922701,-66.26885149,5.96
68498,210.33504074,8.89490924,5.98
68520,210.41159648,1.54458338,4.23
68523,210.43121648,-45.60336989,4.34
68581,210.59501153,-27.42976294,5.47
68670,210.86072926,-56.21338128,5.93
68702,210.95601898,-60.37297840,0.61
68756,211.09760837,64.37580873,3.67
68815,211.33375541,-76.79667632,5.69
68862,211.51160840,-41.17958035,4.36
68895,211.59278733,-26.68201883,3.25
68933,211.67218608,-36.36869575,2.06
68940,211.67877719,-9.31352509,5.46
69038,211.98227724,43.85452480,5.13
69068,212.07231683,49.45802060,5.26
69112,212.21253759,77.54743312,4.80
69174,212.39609336,-51.50464539,5.96
69191,212.47898599,-53.43872584,4.74
69226,212.59978522,25.09182293,4.82
69269,212.71034788,-16.30200362,4.93
69373,213.01688963,69.43266873,5.18
69389,213.06596003,2.40949613,4.99
69415,213.19180466,-27.26110002,5.07
69427,213.22392088,-10.27404400,4.18
69462,213.31841949,-53.66565135,5.53
69483,213.37062458,51.78999066,4.53
69493,213.41945412,-0.84512445,5.89
69536,213.52221581,12.95957667,5.53
69598,213.67817566,-41.83744813,5.61
69612,213.71192715,10.10100970,5.29
69618,213.73818295,-57.08607539,5.03
69658,213.85047098,-18.20066197,5.53
69673,213.91811403,19.18726997,-0.05
69701,214.00368717,-5.99952622,4.07
69713,214.04195627,51.36701398,4.75
69732,214.09656821,46.08791894,4.18
69763,214.16135836,-66.58788092,5.72
69829,214.36851090,15.26336094,5.84
69879,214.49923373,35.50947085,4.80
69896,214.55821047,-81.00760147,4.89
69929,214.65956766,-18.71588164,5.86
69965,214.75469177,-25.81631724,5.87
69974,214.77750771,-13.37116634,4.52
69989,214.81757038,13.00437724,5.41
69995,214.84964562,-37.00280675,5.93
69996,214.85096972,-46.05808391,3.55
70012,214.88562263,-2.26534352,5.14
70027,214.93883677,16.30680118,4.84
70035,214.96543244,-61.27275714,5.22
70054,215.04045606,-43.05886202,5.55
70069,215.08146975,-56.38647906,4.30
70090,215.13949709,-37.88526711,4.05
70104,215.17729569,-45.18688140,4.78
70243,215.58223947,-34.78679152,5.57
70248,215.59665420,-80.10891100,5.06
70264,215.65467485,-58.45915834,4.76
70300,215.75940538,-39.51176599,4.41
70306,215.77461567,-27.75373395,4.78
70327,215.84475026,8.44664037,4.86
70363,215.95265857,-53.17620992,5.99
70384,216.00366765,8.24400431,5.94
70400,216.04745973,5.82011481,5.10
70469,216.20275252,-24.80626639,5.34
70492,216.27641298,-68.19532385,5.56
70497,216.30008064,51.85171354,4.04
70574,216.53431272,-45.22138996,4.56
70576,216.54500648,-45.37926095,4.33
70602,216.61420112,19.22683490,5.40
70638,216.73225313,-83.66785308,4.31
70657,216.77963835,-65.82161161,5.87
70663,216.80124777,-46.13406420,5.83
70692,216.88134383,75.69593921,4.25
70753,217.04351389,-29.49157976,4.97
70755,217.05091806,-2.22795009,4.81
70791,217.15870008,49.84496418,5.58
70794,217.17387790,-6.90041401,5.42
70894,217.46045655,0.82891135,5.96
70915,217.53608389,-45.32128792,5.51
70931,217.58746947,-49.51892657,5.38
70987,217.79515011,-38.86977705,5.99
71002,217.81827528,-67.71705401,5.84
71053,217.95774098,30.37114497,3.57
71075,218.01982421,38.30788348,3.04
71111,218.12887396,55.39804570,5.74
71115,218.13592482,22.25996072,5.91
71121,218.15451447,-50.45712132,4.44
71182,218.37487581,-52.67948076,5.86
71184,218.38529489,-54.99861560,5.86
71280,218.66525670,49.36823171,5.74
71284,218.66954381,29.74480735,4.47
71352,218.87688163,-42.15774562,2.33
71353,218.88124123,-41.51738017,5.88
71419,219.07940330,-46.24549130,5.55
71453,219.18396076,-40.21152639,5.74
71500,219.33402084,-46.13341306,5.39
71536,219.47187965,-49.42575765,4.05
71568,219.55279962,43.64205288,5.74
71571,219.55835502,18.29853624,5.90
71573,219.56335468,54.02338576,5.83
71618,219.70950726,44.40454503,5.39
71681,219.91412833,-60.83947139,1.35
71683,219.92041034,-60.83514707,-0.01
71759,220.17650164,13.53436103,5.93
71762,220.18150404,16.41830130,4.49
71783,220.25588965,-36.13484330,5.67
71795,220.28716819,13.72833113,3.78
71832,220.41148550,8.16175611,4.86
71837,220.43173137,11.66093526,5.55
71860,220.48239101,-47.38814127,2.30
71865,220.49005323,-37.79342394,4.01
71908,220.62785433,-64.97456957,3.18
71957,220.76484284,-5.65742910,3.87
71974,220.80652349,-24.99773099,5.70
71995,220.85571623,26.52789077,4.80
72010,220.91451458,-35.17322549,4.06
72012,220.93518566,40.45920338,5.72
72104,221.24664628,-35.19182069,4.92
72105,221.24687869,27.07417383,2.35
72125,221.31040511,16.96440296,4.60
72131,221.32186138,-62.87545275,5.36
72154,221.37595224,0.71729003,5.68
72197,221.50074084,-25.44291557,5.15
72208,221.52498866,15.13174102,5.78
72210,221.52813497,-23.15286204,5.80
72220,221.56246594,1.89293830,3.73
72250,221.62094963,-47.44107999,5.74
72290,221.75546088,-52.38331777,5.22
72296,221.77107748,-38.29043787,5.90
72323,221.84399993,-25.62423321,5.61
72357,221.93658830,-26.08747990,5.23
72370,221.96552567,-79.04471242,3.83
72378,221.98985195,-26.64613329,5.76
72432,222.15857155,-36.63458507,5.89
72438,222.18567167,-66.59353612,5.91
72487,222.32781437,46.11639336,5.76
72488,222.32815984,-24.25146951,5.68
72489,222.32954567,-14.14898587,5.32
72524,222.42233956,48.72056284,5.68
72552,222.49327659,28.61583341,5.80
72567,222.56549508,23.91176538,5.86
72571,222.57277790,-27.96021925,4.42
72573,222.58178099,82.51248701,5.63
72582,222.62417599,37.27181511,5.47
72603,222.67193219,-15.99709226,5.15
72607,222.67664751,74.15547596,2.07
72622,222.71990536,-16.04161047,2.75
72631,222.75425052,-2.29884995,4.93
72659,222.84701756,19.10063329,4.54
72664,222.86072795,59.29365246,5.48
72683,222.90968050,-43.57529383,4.32
72773,223.14695946,-63.80981741,5.91
72800,223.21287023,-37.80311642,5.02
72833,223.30640336,-73.19015457,5.59
72929,223.58390100,-24.64213517,5.27
72934,223.59544161,-11.89833043,5.78
72959,223.65800270,-33.30056091,5.85
73036,223.89461516,-60.11389133,5.18
73049,223.93622772,-33.85578004,5.32
73087,224.05515840,14.44626586,5.90
73095,224.07177099,-52.80956707,5.38
73100,224.09558479,49.62899937,5.63
73111,224.13366538,-47.87914321,5.62
73129,224.18334308,-62.78098762,5.08
73133,224.19211288,-11.40972790,5.48
73165,224.29606996,-4.34608634,4.47
73166,224.29866769,16.38813986,5.72
73184,224.36396501,-21.41128090,5.72
73193,224.38840115,-0.16754803,5.51
73199,224.39632979,65.93238126,4.63
73223,224.47148916,-76.66261622,5.37
73273,224.63314193,-43.13386699,2.68
73284,224.66369181,-27.65729301,5.65
73310,224.72351684,-11.14386422,5.88
73334,224.79041254,-42.10414199,3.13
73350,224.84631129,4.56777277,5.91
73369,224.90404577,39.26523166,5.64
73415,225.04724166,-77.16052523,5.92
73473,225.24328191,-8.51893488,4.91
73493,225.30447474,-38.05831465,5.88
73497,225.33254143,-2.75487208,5.52
73507,225.36295558,60.20442421,5.91
73536,225.45381414,-0.14025867,5.71
73540,225.46126796,-83.22777573,5.65
73555,225.48663804,40.39063671,3.49
73566,225.52657921,-28.06052808,5.83
73568,225.52713391,25.00825646,4.80
73620,225.72529160,2.09127129,4.39
73624,225.74704341,-32.64324605,5.45
73634,225.77534828,35.20577288,5.52
73695,225.94867417,47.65401409,4.83
73714,226.01775793,-25.28185602,3.25
73745,226.11190457,26.94765981,4.52
73771,226.19567959,-83.03826851,5.65
73776,226.20020549,-64.03137307,5.16
73807,226.27960699,-47.05119386,3.91
73826,226.32978505,-41.06723379,5.13
73841,226.35788174,48.15090031,5.59
73909,226.56945460,54.55628697,5.24
73937,226.63838694,-30.91841299,5.97
73945,226.65674312,-16.25676124,5.19
73996,226.82477948,24.86959294,4.93
74006,226.85805467,-49.08863539,5.77
74066,227.05061050,-40.58385604,5.75
74087,227.09908475,26.30118271,5.67
74096,227.14818718,25.10863675,5.82
74100,227.16338993,-42.86786973,5.85
74117,227.21095653,-45.27979406,4.07
74184,227.37466411,-67.08412683,5.76
74224,227.53059680,-38.79246057,5.98
74239,227.57771621,-26.33260080,5.75
74296,227.78664063,-84.78782184,5.88
74305,227.81660117,-55.34601439,5.45
74376,227.98400434,-48.73770212,3.88
74380,227.99068761,-48.74357642,5.70
74386,228.01780223,18.97600352,5.90
74392,228.05546736,-19.79163143,4.54
74395,228.07167982,-52.09907465,3.41
74449,228.20668641,-44.50035965,4.83
74539,228.47217392,-26.19355939,5.84
74561,228.52506116,31.78791816,5.98
74582,228.57986595,-70.07945566,5.75
74596,228.62168817,29.16422593,5.28
74604,228.65552450,-31.51912564,4.91
74605,228.65834777,67.34767598,5.15
74649,228.79736045,4.93935226,5.32
74666,228.87543241,33.31510222,3.46
74689,228.95474940,0.37210753,5.62
74696,228.97358944,-48.07364079,5.96
74707,229.01679847,-41.49114318,5.15
74732,229.09596946,-22.39942083,5.52
74750,229.15289366,-60.90398660,5.74
74778,229.23707633,-60.95724479,5.04
74785,229.25196591,-9.38286694,2.61
74793,229.27450664,71.82387844,5.02
74824,229.37900090,-58.80087882,4.07
74837,229.41203255,-63.61048662,4.85
74857,229.45768699,-30.14866233,4.35
74896,229.60214092,20.57280967,5.68
74901,229.60888718,-0.46123725,5.88
74911,229.63353586,-47.87519201,4.27
74941,229.70477850,-60.49632329,5.43
74946,229.72787007,-68.67946723,2.87
74950,229.73495651,-40.78816875,5.59
74975,229.82741626,1.76665611,5.04
75043,230.02142169,51.95848756,5.65
75049,230.03599149,29.61631109,5.51
75097,230.18228840,71.83397308,3.00
75119,230.25842001,0.71558981,5.35
75127,230.28183604,-5.82482695,5.54
75141,230.34306833,-40.64745946,3.22
75177,230.45181856,-36.26116729,3.57
75178,230.45253799,32.93366086,5.38
75181,230.45655596,-48.31695913,5.65
75206,230.53497528,-47.92746963,4.99
75256,230.65519206,62.04716944,5.99
75257,230.65570869,39.58149619,5.56
75260,230.66014565,63.34166375,5.72
75264,230.67036465,-44.68957314,3.37
75304,230.78901374,-36.85843627,4.54
75308,230.79417262,-60.65710865,5.65
75312,230.80094284,30.28824114,4.99
75323,230.84440733,-59.32069839,4.48
75352,230.96775654,-12.36941286,5.72
75379,231.04970889,-10.32189476,4.92
75411,231.12306762,37.37696091,4.31
75439,231.18761813,-39.71013154,5.36
75458,231.23243370,58.96602354,3.29
75501,231.33438516,-38.73358810,4.60
75530,231.44752151,15.42805438,5.16
75565,231.56053440,-68.30918936,5.89
75572,231.57277020,34.33584960,5.46
75647,231.82560314,-36.76750151,5.46
75665,231.88792069,-64.53145700,5.71
75695,231.95771631,29.10549164,3.66
75696,231.96434672,60.67022438,5.90
75730,232.06415852,-16.71640310,5.64
75761,232.15952692,1.84216258,5.15
75828,232.35115072,-46.73269070,5.26
75944,232.66828146,-16.60945806,5.82
75973,232.73229511,40.83306815,5.04
75974,232.73297739,64.20850517,5.74
76008,232.85439245,77.34933897,5.00
76013,232.87841929,-73.38954647,5.40
76041,232.94580142,40.89936876,4.98
76106,233.15297100,-19.67036366,5.50
76126,233.23011545,-16.85280725,5.53
76127,233.23248309,31.35915517,4.14
76133,233.24144948,-1.18629929,5.50
76207,233.50723930,-40.06634857,5.82
76219,233.54383219,-10.06395962,4.61
76243,233.61055153,-9.18334968,5.16
76259,233.65545605,-28.04690734,5.13
76267,233.67162293,26.71491041,2.22
76276,233.70079260,10.53885916,3.80
76297,233.78525156,-41.16669497,2.80
76307,233.81208385,39.01004619,5.14
76311,233.81757086,53.92213860,5.97
76333,233.88141398,-14.78955365,3.91
76371,233.97193752,-44.95833688,4.55
76376,233.98782390,54.63056806,5.77
76397,234.05056891,-44.39668903,5.44
76424,234.12164831,16.11909820,5.93
76425,234.12313310,10.01045490,5.26
76440,234.17994543,-66.31690469,4.11
76470,234.25607748,-28.13507099,3.60
76509,234.38351097,54.50878294,5.85
76519,234.41337239,69.28321732,5.65
76532,234.45024464,-23.14151509,5.79
76534,234.45646241,40.35328811,5.25
